"barrier_id","snapped_point","name","type","owner","dam_use","fall_height_m","stream_name","strahler_order","wshed_name","secondary_wshed_name","transport_feature_name","critical_habitat","crossing_status","crossing_feature_type","crossing_type","crossing_subtype","culvert_number","culvert_condition","action_items","passability_status_notes","func_upstr_hab_as","total_upstr_hab_as","w_func_upstr_hab_as","w_total_upstr_hab_as","group_id_as","num_barriers_group_as","downstr_group_ids_as","total_hab_gain_group_as","w_total_hab_gain_group_as","avg_gain_per_barrier_as","w_avg_gain_per_barrier_as","rank_w_avg_gain_tiered_as","rank_w_total_upstr_hab_as","rank_combined_as","passability_status_as","barrier_cnt_downstr_as","internal_name","watercourse_name","road_name","structure_type","structure_owner","private_owner_details","structure_list_status_as","passability_assessment_type","assessment_step_completed","reason_for_exclusion","method_of_exclusion","partial_passability_as","partial_passability_notes_as","upstream_habitat_quality","constructability","estimated_cost_$","priority","type_of_rehabilitation","rehabilitated_by","rehabilitated_date","estimated_rehabilitation_cost_$","actual_project_cost_$","next_steps","timeline_for_next_steps","lead_for_next_steps","others_involved_in_next_steps","reason","label_in_wcrp_as","notes"
"76e5eb90-4c4f-49d3-a59e-f78a84a5cc8e","0101000020910B00008C1ACAD0F45723410F8E99F6127D5341",NULL,"dam",NULL,"Unknown",NULL,NULL,NULL,"[""01fb000""]","msa",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"0.002799017684532382","0.002799017684532382","0.0006997544211330955","0.0006997544211330955","652782",2,NULL,"0.00279901768453238","0.000699754421133096","0.00139950884226619000","0.00034987721056654800","156","210","192","0",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no",NULL
"6e3274ac-7f57-4596-a098-50c0d3050bcb","0101000020910B000030B37B5DBCD22341CEBC8307D7745341",NULL,"stream_crossing",NULL,NULL,NULL,NULL,1,"[""01fb000""]","msa",NULL,NULL,"MODELLED","ROAD",NULL,NULL,NULL,NULL,NULL,NULL,"0.15121686073477167","0.15121686073477167","0.03780421518369292","0.03780421518369292","269852",1,NULL,"0.151216860734772","0.0378042151836929","0.15121686073477200000","0.03780421518369290000","118","156","130","0",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no",NULL
"73bee8fb-3335-40b8-960e-ffd352ac9af3","0101000020910B0000CD906DC172212441410A362860A15341",NULL,"stream_crossing",NULL,NULL,NULL,"MacKenzies Brook",4,"[""01fb000""]","msa","Kingross Cross Rd",NULL,"MODELLED","ROAD","obs","bridge",NULL,NULL,NULL,NULL,"2.8595570800712182","2.908314642863944",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no",NULL
"587d8e32-fc64-43ec-bc83-4f3951751823","0101000020910B000000E26D0CC2B923418F7860D6D4945341",NULL,"stream_crossing",NULL,NULL,NULL,"Southwest Margaree River",5,"[""01fb000""]","msa","Cabot Trail",NULL,"MODELLED","ROAD","obs","bridge",NULL,NULL,NULL,NULL,"249.92121265425513","289.9562198494923",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no",NULL
"aa25a0d3-b50c-4905-8886-1ab5a8f38216","0101000020910B0000E797ABAD0A1E24412F74F31E7DA15341",NULL,"stream_crossing",NULL,NULL,NULL,"Northeast Margaree River",6,"[""01fb000""]","msa","Kingross Cross Rd",NULL,"MODELLED","ROAD","obs","bridge",NULL,NULL,NULL,NULL,"104.01003962847142","131.30605717824173",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no",NULL
"307ed15a-1058-4836-92ff-ef3541cc9b04","0101000020910B00000A88D617529B23410D9548921D8F5341",NULL,"stream_crossing",NULL,NULL,NULL,"Collins Brook",3,"[""01fb000""]","msa","Coady Rd",NULL,"MODELLED","ROAD","obs","bridge",NULL,NULL,NULL,NULL,"3.458125330202112","5.724070901831659",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no",NULL
"f441befd-5353-4232-9a5f-82406d571f5d","0101000020910B00004172D8480A5E2341E04A8FEB857B5341",NULL,"stream_crossing",NULL,NULL,NULL,"Hays River",3,"[""01fb000""]","msa","MacKinnon Rd",NULL,"MODELLED","ROAD","obs","bridge",NULL,NULL,NULL,NULL,"2.697521833926764","3.1863758492906515",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no",NULL
"60aa06f8-9563-4d24-987d-d24aa0b6ec0a","0101000020910B000026CE4E9B9BF123414EC46CEFF4985341",NULL,"stream_crossing",NULL,NULL,NULL,"Marsh Brook",2,"[""01fb000""]","msa","Marsh Brook Rd",NULL,"MODELLED","ROAD","obs","bridge",NULL,NULL,NULL,NULL,"2.2463606841666683","2.6488355085279864",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no",NULL
"3f6415ea-0982-470d-8744-8bc20dfbf5d4","0101000020910B00004A17E52528BD23410679ACDCA79C5341",NULL,"stream_crossing",NULL,NULL,NULL,"Mill Valley Brook",3,"[""01fb000""]","msa","Mill Valley Rd",NULL,"MODELLED","ROAD","obs","bridge",NULL,NULL,NULL,NULL,"4.590115261570135","4.786215134448948",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no",NULL
"27abae92-528c-4a60-92f4-444f61a04a0f","0101000020910B000007EF7661C8F6234194A6392DC1955341",NULL,"stream_crossing",NULL,NULL,NULL,"Northeast Margaree River",6,"[""01fb000""]","msa","Cranton Cross Rd",NULL,"MODELLED","ROAD","obs","bridge",NULL,NULL,NULL,NULL,"170.24713244884146","207.2852692987519",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"no",NULL
